path,status,github_recommendation
.agent/skills/trellis-meta/references/customize-local/overview.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.agent/skills/trellis-meta/references/local-architecture/bundled-skills.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.agent/skills/trellis-meta/references/local-architecture/context-injection.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.agent/skills/trellis-meta/references/local-architecture/generated-files.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.agent/skills/trellis-meta/references/local-architecture/multi-agent-channel.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.agent/skills/trellis-meta/references/local-architecture/overview.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.agent/skills/trellis-meta/references/local-architecture/spec-system.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.agent/skills/trellis-meta/references/local-architecture/task-system.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.agent/skills/trellis-meta/references/local-architecture/workflow.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.agent/skills/trellis-meta/references/local-architecture/workspace-memory.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.agent/skills/trellis-meta/references/platform-files/agents.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.agent/skills/trellis-meta/references/platform-files/hooks-and-settings.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.agent/skills/trellis-meta/references/platform-files/overview.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.agent/skills/trellis-meta/references/platform-files/platform-map.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.agent/skills/trellis-meta/references/platform-files/skills-and-commands.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.agent/skills/trellis-session-insight/SKILL.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.agent/skills/trellis-session-insight/references/cli-quick-reference.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.agent/skills/trellis-session-insight/references/triggering-patterns.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.agent/skills/trellis-spec-bootstrap/SKILL.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.agent/skills/trellis-spec-bootstrap/references/mcp-setup.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.agent/skills/trellis-spec-bootstrap/references/repository-analysis.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.agent/skills/trellis-spec-bootstrap/references/spec-task-planning.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.agent/skills/trellis-spec-bootstrap/references/spec-writing.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.agent/skills/trellis-update-spec/SKILL.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.agent/workflows/continue.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.agent/workflows/finish-work.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.agent/workflows/start.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.agents/skills/trellis-before-dev/SKILL.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.agents/skills/trellis-brainstorm/SKILL.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.agents/skills/trellis-break-loop/SKILL.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.agents/skills/trellis-channel/SKILL.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.agents/skills/trellis-channel/references/command-reference.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.agents/skills/trellis-channel/references/forum.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.agents/skills/trellis-channel/references/progress-debugging.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.agents/skills/trellis-channel/references/workers.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.agents/skills/trellis-channel/references/workflows.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.agents/skills/trellis-check/SKILL.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.agents/skills/trellis-continue/SKILL.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.agents/skills/trellis-finish-work/SKILL.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.agents/skills/trellis-meta/SKILL.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.agents/skills/trellis-meta/references/customize-local/add-project-local-conventions.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.agents/skills/trellis-meta/references/customize-local/change-agents.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.agents/skills/trellis-meta/references/customize-local/change-context-loading.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.agents/skills/trellis-meta/references/customize-local/change-hooks.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.agents/skills/trellis-meta/references/customize-local/change-skills-or-commands.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.agents/skills/trellis-meta/references/customize-local/change-spec-structure.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.agents/skills/trellis-meta/references/customize-local/change-task-lifecycle.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.agents/skills/trellis-meta/references/customize-local/change-workflow.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.agents/skills/trellis-meta/references/customize-local/overview.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.agents/skills/trellis-meta/references/local-architecture/bundled-skills.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.agents/skills/trellis-meta/references/local-architecture/context-injection.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.agents/skills/trellis-meta/references/local-architecture/generated-files.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.agents/skills/trellis-meta/references/local-architecture/multi-agent-channel.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.agents/skills/trellis-meta/references/local-architecture/overview.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.agents/skills/trellis-meta/references/local-architecture/spec-system.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.agents/skills/trellis-meta/references/local-architecture/task-system.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.agents/skills/trellis-meta/references/local-architecture/workflow.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.agents/skills/trellis-meta/references/local-architecture/workspace-memory.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.agents/skills/trellis-meta/references/platform-files/agents.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.agents/skills/trellis-meta/references/platform-files/hooks-and-settings.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.agents/skills/trellis-meta/references/platform-files/overview.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.agents/skills/trellis-meta/references/platform-files/platform-map.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.agents/skills/trellis-meta/references/platform-files/skills-and-commands.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.agents/skills/trellis-session-insight/SKILL.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.agents/skills/trellis-session-insight/references/cli-quick-reference.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.agents/skills/trellis-session-insight/references/triggering-patterns.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.agents/skills/trellis-spec-bootstrap/SKILL.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.agents/skills/trellis-spec-bootstrap/references/mcp-setup.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.agents/skills/trellis-spec-bootstrap/references/repository-analysis.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.agents/skills/trellis-spec-bootstrap/references/spec-task-planning.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.agents/skills/trellis-spec-bootstrap/references/spec-writing.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.agents/skills/trellis-start/SKILL.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.agents/skills/trellis-update-spec/SKILL.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.claude/agents/trellis-check.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.claude/agents/trellis-implement.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.claude/agents/trellis-research.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.claude/commands/trellis/continue.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.claude/commands/trellis/finish-work.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.claude/hooks/inject-subagent-context.py,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.claude/hooks/inject-workflow-state.py,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.claude/hooks/session-start.py,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.claude/settings.json,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.claude/skills/trellis-before-dev/SKILL.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.claude/skills/trellis-brainstorm/SKILL.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.claude/skills/trellis-break-loop/SKILL.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.claude/skills/trellis-channel/SKILL.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.claude/skills/trellis-channel/references/command-reference.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.claude/skills/trellis-channel/references/forum.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.claude/skills/trellis-channel/references/progress-debugging.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.claude/skills/trellis-channel/references/workers.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.claude/skills/trellis-channel/references/workflows.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.claude/skills/trellis-check/SKILL.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.claude/skills/trellis-meta/SKILL.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.claude/skills/trellis-meta/references/customize-local/add-project-local-conventions.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.claude/skills/trellis-meta/references/customize-local/change-agents.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.claude/skills/trellis-meta/references/customize-local/change-context-loading.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.claude/skills/trellis-meta/references/customize-local/change-hooks.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.claude/skills/trellis-meta/references/customize-local/change-skills-or-commands.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.claude/skills/trellis-meta/references/customize-local/change-spec-structure.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.claude/skills/trellis-meta/references/customize-local/change-task-lifecycle.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.claude/skills/trellis-meta/references/customize-local/change-workflow.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.claude/skills/trellis-meta/references/customize-local/overview.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.claude/skills/trellis-meta/references/local-architecture/bundled-skills.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.claude/skills/trellis-meta/references/local-architecture/context-injection.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.claude/skills/trellis-meta/references/local-architecture/generated-files.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.claude/skills/trellis-meta/references/local-architecture/multi-agent-channel.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.claude/skills/trellis-meta/references/local-architecture/overview.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.claude/skills/trellis-meta/references/local-architecture/spec-system.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.claude/skills/trellis-meta/references/local-architecture/task-system.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.claude/skills/trellis-meta/references/local-architecture/workflow.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.claude/skills/trellis-meta/references/local-architecture/workspace-memory.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.claude/skills/trellis-meta/references/platform-files/agents.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.claude/skills/trellis-meta/references/platform-files/hooks-and-settings.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.claude/skills/trellis-meta/references/platform-files/overview.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.claude/skills/trellis-meta/references/platform-files/platform-map.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.claude/skills/trellis-meta/references/platform-files/skills-and-commands.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.claude/skills/trellis-session-insight/SKILL.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.claude/skills/trellis-session-insight/references/cli-quick-reference.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.claude/skills/trellis-session-insight/references/triggering-patterns.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.claude/skills/trellis-spec-bootstrap/SKILL.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.claude/skills/trellis-spec-bootstrap/references/mcp-setup.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.claude/skills/trellis-spec-bootstrap/references/repository-analysis.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.claude/skills/trellis-spec-bootstrap/references/spec-task-planning.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.claude/skills/trellis-spec-bootstrap/references/spec-writing.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.claude/skills/trellis-update-spec/SKILL.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.codex/agents/trellis-check.toml,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.codex/agents/trellis-implement.toml,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.codex/agents/trellis-research.toml,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.codex/config.toml,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.codex/hooks.json,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.codex/hooks/inject-subagent-context.py,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.codex/hooks/inject-workflow-state.py,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.codex/hooks/session-start.py,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.factory/commands/trellis/continue.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.factory/commands/trellis/finish-work.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.factory/droids/trellis-check.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.factory/droids/trellis-implement.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.factory/droids/trellis-research.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.factory/hooks/inject-shell-session-context.py,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.factory/hooks/inject-subagent-context.py,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.factory/hooks/inject-workflow-state.py,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.factory/hooks/session-start.py,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.factory/settings.json,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.factory/skills/trellis-before-dev/SKILL.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.factory/skills/trellis-brainstorm/SKILL.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.factory/skills/trellis-break-loop/SKILL.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.factory/skills/trellis-channel/SKILL.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.factory/skills/trellis-channel/references/command-reference.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.factory/skills/trellis-channel/references/forum.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.factory/skills/trellis-channel/references/progress-debugging.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.factory/skills/trellis-channel/references/workers.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.factory/skills/trellis-channel/references/workflows.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.factory/skills/trellis-check/SKILL.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.factory/skills/trellis-meta/SKILL.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.factory/skills/trellis-meta/references/customize-local/add-project-local-conventions.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.factory/skills/trellis-meta/references/customize-local/change-agents.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.factory/skills/trellis-meta/references/customize-local/change-context-loading.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.factory/skills/trellis-meta/references/customize-local/change-hooks.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.factory/skills/trellis-meta/references/customize-local/change-skills-or-commands.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.factory/skills/trellis-meta/references/customize-local/change-spec-structure.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.factory/skills/trellis-meta/references/customize-local/change-task-lifecycle.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.factory/skills/trellis-meta/references/customize-local/change-workflow.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.factory/skills/trellis-meta/references/customize-local/overview.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.factory/skills/trellis-meta/references/local-architecture/bundled-skills.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.factory/skills/trellis-meta/references/local-architecture/context-injection.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.factory/skills/trellis-meta/references/local-architecture/generated-files.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.factory/skills/trellis-meta/references/local-architecture/multi-agent-channel.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.factory/skills/trellis-meta/references/local-architecture/overview.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.factory/skills/trellis-meta/references/local-architecture/spec-system.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.factory/skills/trellis-meta/references/local-architecture/task-system.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.factory/skills/trellis-meta/references/local-architecture/workflow.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.factory/skills/trellis-meta/references/local-architecture/workspace-memory.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.factory/skills/trellis-meta/references/platform-files/agents.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.factory/skills/trellis-meta/references/platform-files/hooks-and-settings.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.factory/skills/trellis-meta/references/platform-files/overview.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.factory/skills/trellis-meta/references/platform-files/platform-map.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.factory/skills/trellis-meta/references/platform-files/skills-and-commands.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.factory/skills/trellis-session-insight/SKILL.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.factory/skills/trellis-session-insight/references/cli-quick-reference.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.factory/skills/trellis-session-insight/references/triggering-patterns.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.factory/skills/trellis-spec-bootstrap/SKILL.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.factory/skills/trellis-spec-bootstrap/references/mcp-setup.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.factory/skills/trellis-spec-bootstrap/references/repository-analysis.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.factory/skills/trellis-spec-bootstrap/references/spec-task-planning.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.factory/skills/trellis-spec-bootstrap/references/spec-writing.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.factory/skills/trellis-update-spec/SKILL.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.gitattributes,untracked,项目协作入口/合并配置：建议按当前协作方式纳入
.github/agents/trellis-check.agent.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.github/agents/trellis-implement.agent.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.github/agents/trellis-research.agent.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.github/copilot-instructions.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.github/copilot/hooks.json,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.github/copilot/hooks/inject-workflow-state.py,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.github/copilot/hooks/session-start.py,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.github/hooks/trellis.json,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.github/prompts/continue.prompt.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.github/prompts/finish-work.prompt.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.github/skills/trellis-before-dev/SKILL.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.github/skills/trellis-brainstorm/SKILL.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.github/skills/trellis-break-loop/SKILL.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.github/skills/trellis-channel/SKILL.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.github/skills/trellis-channel/references/command-reference.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.github/skills/trellis-channel/references/forum.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.github/skills/trellis-channel/references/progress-debugging.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.github/skills/trellis-channel/references/workers.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.github/skills/trellis-channel/references/workflows.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.github/skills/trellis-check/SKILL.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.github/skills/trellis-meta/SKILL.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.github/skills/trellis-meta/references/customize-local/add-project-local-conventions.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.github/skills/trellis-meta/references/customize-local/change-agents.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.github/skills/trellis-meta/references/customize-local/change-context-loading.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.github/skills/trellis-meta/references/customize-local/change-hooks.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.github/skills/trellis-meta/references/customize-local/change-skills-or-commands.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.github/skills/trellis-meta/references/customize-local/change-spec-structure.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.github/skills/trellis-meta/references/customize-local/change-task-lifecycle.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.github/skills/trellis-meta/references/customize-local/change-workflow.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.github/skills/trellis-meta/references/customize-local/overview.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.github/skills/trellis-meta/references/local-architecture/bundled-skills.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.github/skills/trellis-meta/references/local-architecture/context-injection.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.github/skills/trellis-meta/references/local-architecture/generated-files.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.github/skills/trellis-meta/references/local-architecture/multi-agent-channel.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.github/skills/trellis-meta/references/local-architecture/overview.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.github/skills/trellis-meta/references/local-architecture/spec-system.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.github/skills/trellis-meta/references/local-architecture/task-system.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.github/skills/trellis-meta/references/local-architecture/workflow.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.github/skills/trellis-meta/references/local-architecture/workspace-memory.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.github/skills/trellis-meta/references/platform-files/agents.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.github/skills/trellis-meta/references/platform-files/hooks-and-settings.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.github/skills/trellis-meta/references/platform-files/overview.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.github/skills/trellis-meta/references/platform-files/platform-map.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.github/skills/trellis-meta/references/platform-files/skills-and-commands.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.github/skills/trellis-session-insight/SKILL.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.github/skills/trellis-session-insight/references/cli-quick-reference.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.github/skills/trellis-session-insight/references/triggering-patterns.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
